X20, 24.4, 26.8, 22.0
ABC, 15.6, 17.9, 13.3
ABI, 27.0, 31.0, 23.0
AC4, 13.6, 19.0, 8.2
ACE, 27.7, 31.8, 23.6
ACS, 14.1, 16.2, 12.0
ACV, 93.0, 106.9, 79.1
ADP, 22.2, 25.5, 18.9
AFC, 10.0, 14.0, 6.0
AFX, 4.2, 4.8, 3.6
AG1, 12.0, 16.8, 7.2
AGP, 29.5, 33.9, 25.1
AGX, 26.7, 37.3, 16.1
AMP, 18.6, 21.3, 15.9
AMS, 7.9, 9.0, 6.8
ANT, 10.3, 11.8, 8.8
APF, 44.1, 50.7, 37.5
APL, 16.8, 23.5, 10.1
ART, 9.3, 10.6, 8.0
ASD, 0.9, 1.2, 0.6
ATA, 1.4, 1.6, 1.2
ATB, 1.6, 1.8, 1.4
AUM, 10.6, 14.8, 6.4
AVC, 29.0, 33.3, 24.7
AVF, 0.4, 0.5, 0.3
BAB, 23.0, 26.4, 19.6
BAL, 25.2, 28.9, 21.5
BBM, 11.5, 13.2, 9.8
BCM, 20.0, 23.0, 17.0
BCP, 6.6, 7.5, 5.7
BDF, 16.5, 23.1, 9.9
BDG, 27.0, 31.0, 23.0
BDP, 10.0, 14.0, 6.0
BDT, 13.0, 14.9, 11.1
BDW, 15.1, 17.3, 12.9
BEL, 7.1, 9.9, 4.3
BGW, 10.0, 11.5, 8.5
BHA, 12.0, 13.8, 10.2
BHC, 3.3, 3.7, 2.9
BHP, 10.5, 12.0, 9.0
BHV, 4.9, 5.6, 4.2
BLI, 6.8, 7.8, 5.8
BLN, 7.3, 10.2, 4.4
BLT, 15.4, 17.7, 13.1
BMD, 7.0, 8.0, 6.0
BMJ, 11.5, 13.2, 9.8
BMN, 8.3, 11.6, 5.0
BMV, 10.0, 14.0, 6.0
BPW, 10.0, 14.0, 6.0
BQB, 14.0, 19.6, 8.4
BRR, 12.0, 13.8, 10.2
BRS, 7.2, 10.0, 4.4
BSD, 41.5, 58.1, 24.9
BSG, 9.0, 10.3, 7.7
BSL, 15.6, 17.9, 13.3
BSP, 24.1, 27.7, 20.5
BSQ, 22.5, 25.8, 19.2
BSR, 27.0, 31.0, 23.0
BT1, 17.0, 23.8, 10.2
BT6, 4.2, 4.8, 3.6
BTB, 8.8, 10.1, 7.5
BTC, 61.0, 85.4, 36.6
BTD, 16.4, 18.8, 14.0
BTG, 6.0, 6.9, 5.1
BTH, 5.2, 5.9, 4.5
BTN, 12.1, 13.9, 10.3
BTR, 8.6, 12.0, 5.2
BTU, 6.6, 9.2, 4.0
BTV, 21.0, 24.1, 17.9
BVG, 1.9, 2.1, 1.7
BVN, 15.0, 17.2, 12.8
BWA, 8.5, 11.9, 5.1
BWS, 29.8, 34.2, 25.4
C12, 9.0, 10.3, 7.7
C21, 26.3, 30.2, 22.4
C36, 13.7, 19.1, 8.3
C71, 9.9, 11.3, 8.5
CAD, 0.8, 0.9, 0.7
CBI, 5.9, 8.2, 3.6
CBS, 15.0, 17.2, 12.8
CC1, 14.0, 16.1, 11.9
CC4, 12.7, 17.7, 7.7
CCH, 7.3, 10.2, 4.4
CCP, 20.1, 23.1, 17.1
CCR, 18.0, 25.2, 10.8
CCT, 10.0, 14.0, 6.0
CCV, 33.0, 37.9, 28.1
CDG, 15.0, 21.0, 9.0
CDH, 5.1, 5.8, 4.4
CDR, 12.3, 17.2, 7.4
CE1, 8.0, 9.2, 6.8
CEC, 7.8, 8.9, 6.7
CEG, 9.5, 10.9, 8.1
CER, 10.7, 14.9, 6.5
CFC, 7.0, 8.0, 6.0
CGP, 9.0, 10.3, 7.7
CGV, 2.1, 2.4, 1.8
CH5, 30.0, 42.0, 18.0
CHC, 10.0, 14.0, 6.0
CHS, 9.7, 11.1, 8.3
CI5, 9.1, 10.4, 7.8
CID, 2.2, 2.5, 1.9
CIP, 10.0, 14.0, 6.0
CKD, 13.0, 14.9, 11.1
CKH, 3.7, 4.2, 3.2
CLX, 11.2, 12.8, 9.6
CMF, 123.1, 172.3, 73.9
CMK, 10.4, 14.5, 6.3
CMN, 43.7, 50.2, 37.2
CMP, 9.6, 13.4, 5.8
CMW, 10.6, 14.8, 6.4
CNC, 42.1, 48.4, 35.8
CNH, 11.7, 16.3, 7.1
CNN, 14.2, 16.3, 12.1
CNT, 3.4, 3.9, 2.9
CPH, 8.3, 11.6, 5.0
CPI, 1.4, 1.6, 1.2
CQT, 3.2, 3.6, 2.8
CT3, 7.1, 8.1, 6.1
CTN, 0.8, 0.9, 0.7
CTR, 24.3, 27.9, 20.7
CTW, 6.3, 8.8, 3.8
CVC, 10.5, 14.7, 6.3
CVH, 12.6, 17.6, 7.6
CXH, 8.0, 11.2, 4.8
CYC, 1.9, 2.1, 1.7
CZC, 9.4, 10.8, 8.0
DAC, 13.0, 14.9, 11.1
DAP, 17.0, 19.5, 14.5
DAR, 8.6, 9.8, 7.4
DAS, 3.6, 5.0, 2.2
DBD, 50.2, 57.7, 42.7
DBH, 10.0, 11.5, 8.5
DBM, 29.0, 33.3, 24.7
DBW, 10.0, 14.0, 6.0
DC1, 13.0, 14.9, 11.1
DCD, 8.8, 10.1, 7.5
DCF, 11.3, 12.9, 9.7
DCI, 13.9, 19.4, 8.4
DCT, 0.7, 0.8, 0.6
DDH, 6.0, 8.4, 3.6
DDM, 0.7, 0.8, 0.6
DDN, 14.0, 16.1, 11.9
DDV, 6.7, 7.7, 5.7
DFC, 32.7, 37.6, 27.8
DGT, 11.0, 12.6, 9.4
DHB, 2.9, 3.3, 2.5
DHD, 24.8, 28.5, 21.1
DLD, 7.5, 10.5, 4.5
DLT, 11.6, 16.2, 7.0
DNA, 20.4, 23.4, 17.4
DND, 18.3, 21.0, 15.6
DNE, 7.0, 8.0, 6.0
DNH, 20.9, 24.0, 17.8
DNL, 13.0, 14.9, 11.1
DNN, 5.8, 8.1, 3.5
DNR, 9.3, 13.0, 5.6
DNS, 12.0, 13.8, 10.2
DNW, 13.5, 15.5, 11.5
DOC, 11.0, 12.6, 9.4
DOP, 13.6, 19.0, 8.2
DP2, 11.3, 12.9, 9.7
DPG, 63.4, 72.9, 53.9
DPH, 27.9, 32.0, 23.8
DPP, 12.9, 14.8, 11.0
DRI, 10.8, 12.4, 9.2
DSC, 50.8, 58.4, 43.2
DSG, 10.0, 14.0, 6.0
DSS, 10.0, 14.0, 6.0
DSV, 5.0, 5.7, 4.3
DT4, 9.3, 13.0, 5.6
DTC, 15.1, 17.3, 12.9
DTG, 23.7, 27.2, 20.2
DTI, 13.0, 14.9, 11.1
DTK, 14.0, 16.1, 11.9
DTN, 3.0, 4.2, 1.8
DTV, 14.6, 20.4, 8.8
DVC, 10.4, 11.9, 8.9
DVH, 8.7, 12.1, 5.3
DVN, 21.1, 24.2, 18.0
DXL, 2.7, 3.1, 2.3
EAD, 16.5, 23.1, 9.9
EFI, 3.5, 4.0, 3.0
EIC, 8.2, 9.4, 7.0
EIN, 2.9, 3.3, 2.5
EME, 14.0, 16.1, 11.9
EMG, 17.8, 20.4, 15.2
EMS, 52.0, 59.8, 44.2
EPH, 9.0, 10.3, 7.7
FBA, 0.9, 1.0, 0.8
FBC, 21.0, 24.1, 17.9
FCC, 11.0, 15.4, 6.6
FCS, 10.0, 11.5, 8.5
FDG, 1.3, 1.4, 1.2
FHN, 40.5, 56.7, 24.3
FOX, 71.0, 81.6, 60.4
FRM, 10.2, 14.2, 6.2
FSC, 11.2, 15.6, 6.8
FSO, 11.8, 16.5, 7.1
FT1, 62.5, 71.8, 53.2
FTI, 9.2, 10.5, 7.9
G20, 1.5, 1.7, 1.3
G36, 5.9, 6.7, 5.1
GCB, 6.1, 7.0, 5.2
GDW, 15.5, 17.8, 13.2
GEG, 13.9, 15.9, 11.9
GER, 4.1, 4.7, 3.5
GGG, 0.5, 0.6, 0.4
GGS, 10.0, 14.0, 6.0
GHC, 36.8, 42.3, 31.3
GLW, 13.2, 18.4, 8.0
GND, 26.7, 30.7, 22.7
GSM, 11.0, 12.6, 9.4
GTC, 3.5, 4.9, 2.1
GTD, 10.0, 14.0, 6.0
GTH, 5.1, 5.8, 4.4
GTS, 8.0, 9.2, 6.8
GTT, 0.4, 0.5, 0.3
GVT, 9.5, 10.9, 8.1
H11, 9.7, 11.1, 8.3
HAB, 12.2, 14.0, 10.4
HAC, 3.7, 4.2, 3.2
HAF, 18.2, 20.9, 15.5
HAM, 18.0, 20.7, 15.3
HAN, 12.0, 13.8, 10.2
HAV, 3.7, 4.2, 3.2
HBD, 12.1, 13.9, 10.3
HBH, 4.0, 5.6, 2.4
HC3, 28.5, 32.7, 24.3
HCI, 4.5, 5.1, 3.9
HCS, 7.0, 8.0, 6.0
HD2, 13.2, 15.1, 11.3
HDM, 25.0, 28.7, 21.3
HDO, 0.8, 0.9, 0.7
HDP, 17.5, 20.1, 14.9
HDW, 8.0, 9.2, 6.8
HEC, 14.2, 16.3, 12.1
HEJ, 12.3, 14.1, 10.5
HEM, 15.2, 17.4, 13.0
HEP, 10.0, 14.0, 6.0
HES, 13.0, 14.9, 11.1
HFB, 10.2, 11.7, 8.7
HFC, 13.3, 15.2, 11.4
HFS, 29.7, 41.5, 17.9
HFT, 23.4, 26.9, 19.9
HFX, 1.4, 1.9, 0.9
HGW, 15.3, 21.4, 9.2
HHA, 88.4, 123.7, 53.1
HHN, 11.4, 15.9, 6.9
HHR, 9.8, 13.7, 5.9
HHV, 10.9, 12.5, 9.3
HIG, 6.3, 7.2, 5.4
HJC, 3.0, 4.2, 1.8
HKP, 5.2, 5.9, 4.5
HLA, 0.3, 0.4, 0.2
HLB, 70.0, 80.5, 59.5
HLE, 10.1, 14.1, 6.1
HLR, 5.4, 7.5, 3.3
HLS, 23.5, 32.9, 14.1
HMG, 7.2, 10.0, 4.4
HMS, 31.1, 35.7, 26.5
HNA, 9.7, 11.1, 8.3
HNB, 14.5, 16.6, 12.4
HND, 10.5, 12.0, 9.0
HNF, 41.5, 47.7, 35.3
HNI, 31.2, 35.8, 26.6
HNP, 29.9, 34.3, 25.5
HNT, 4.1, 5.7, 2.5
HPB, 9.5, 10.9, 8.1
HPD, 20.0, 23.0, 17.0
HPH, 10.0, 14.0, 6.0
HPI, 15.0, 17.2, 12.8
HPP, 46.0, 52.9, 39.1
HPT, 9.0, 10.3, 7.7
HPU, 15.0, 21.0, 9.0
HPW, 13.1, 15.0, 11.2
HRB, 22.6, 31.6, 13.6
HRG, 6.6, 9.2, 4.0
HRT, 4.5, 5.1, 3.9
HSA, 54.7, 62.9, 46.5
HSI, 1.1, 1.2, 1.0
HTE, 8.3, 9.5, 7.1
HTG, 20.0, 23.0, 17.0
HTR, 10.0, 11.5, 8.5
HTU, 10.1, 14.1, 6.1
HTW, 10.0, 14.0, 6.0
HU4, 6.9, 7.9, 5.9
HU6, 7.2, 8.2, 6.2
HUG, 10.9, 15.2, 6.6
HVN, 52.6, 60.4, 44.8
I10, 0.8, 1.1, 0.5
ICC, 43.8, 50.3, 37.3
ICI, 9.0, 12.6, 5.4
ICN, 27.1, 31.1, 23.1
IDC, 24.0, 27.6, 20.4
IDN, 17.0, 23.8, 10.2
IFC, 9.8, 11.2, 8.4
IFS, 8.0, 9.2, 6.8
IHK, 16.0, 18.4, 13.6
IKH, 10.6, 12.1, 9.1
ILA, 12.8, 14.7, 10.9
ILS, 10.0, 14.0, 6.0
IME, 10.7, 12.3, 9.1
IN4, 70.0, 80.5, 59.5
IPA, 17.0, 19.5, 14.5
IRC, 12.6, 17.6, 7.6
ISG, 1.9, 2.1, 1.7
ISH, 13.6, 15.6, 11.6
IST, 16.3, 18.7, 13.9
ITS, 3.1, 3.5, 2.7
JOS, 2.4, 3.3, 1.5
KBE, 18.0, 25.2, 10.8
KCB, 3.1, 3.5, 2.7
KCE, 18.3, 21.0, 15.6
KDF, 58.5, 67.2, 49.8
KGM, 10.0, 11.5, 8.5
KGU, 31.7, 36.4, 27.0
KHD, 13.6, 19.0, 8.2
KHW, 12.4, 17.3, 7.5
KIP, 16.0, 22.4, 9.6
KLB, 9.9, 11.3, 8.5
KOS, 21.5, 24.7, 18.3
KSE, 11.5, 16.1, 6.9
KSV, 10.0, 14.0, 6.0
KTB, 1.9, 2.1, 1.7
KTL, 23.1, 26.5, 19.7
KTU, 13.8, 19.3, 8.3
L12, 5.7, 7.9, 3.5
L45, 3.3, 3.7, 2.9
L63, 5.4, 6.2, 4.6
LAI, 10.0, 11.5, 8.5
LAW, 13.4, 18.7, 8.1
LBC, 11.0, 12.6, 9.4
LCC, 3.1, 4.3, 1.9
LCW, 10.0, 14.0, 6.0
LDW, 11.1, 15.5, 6.7
LG9, 10.0, 14.0, 6.0
LIC, 7.6, 8.7, 6.5
LKW, 15.3, 17.5, 13.1
LLM, 19.1, 21.9, 16.3
LM3, 1.0, 1.1, 0.9
LMC, 14.5, 16.6, 12.4
LMI, 10.1, 11.6, 8.6
LPB, 16.0, 18.4, 13.6
LQN, 9.5, 13.3, 5.7
LTG, 42.3, 48.6, 36.0
LWS, 10.4, 14.5, 6.3
M10, 35.0, 40.2, 29.8
MC3, 10.0, 14.0, 6.0
MCH, 91.9, 105.6, 78.2
MCI, 5.3, 6.0, 4.6
MCT, 16.6, 23.2, 10.0
MDA, 10.0, 14.0, 6.0
MDF, 7.9, 9.0, 6.8
MEF, 1.2, 1.6, 0.8
MES, 10.0, 14.0, 6.0
MGC, 6.5, 9.1, 3.9
MGG, 45.0, 51.7, 38.3
MH3, 23.3, 26.7, 19.9
MIC, 4.7, 5.4, 4.0
MIE, 10.1, 14.1, 6.1
MIG, 13.6, 15.6, 11.6
MKP, 79.0, 90.8, 67.2
MLC, 9.7, 13.5, 5.9
MLN, 2.3, 2.6, 2.0
MMC, 1.3, 1.4, 1.2
MND, 10.0, 14.0, 6.0
MPC, 101.9, 117.1, 86.7
MPY, 10.5, 14.7, 6.3
MQB, 10.0, 14.0, 6.0
MRF, 20.2, 23.2, 17.2
MSR, 32.0, 36.8, 27.2
MTA, 1.8, 2.0, 1.6
MTC, 9.7, 13.5, 5.9
MTG, 4.2, 4.8, 3.6
MTH, 11.7, 13.4, 10.0
MTL, 13.9, 19.4, 8.4
MTM, 2.6, 2.9, 2.3
MTP, 16.0, 22.4, 9.6
MTS, 16.3, 22.8, 9.8
MTV, 10.9, 12.5, 9.3
MVB, 12.3, 14.1, 10.5
MVC, 10.7, 12.3, 9.1
MVY, 3.2, 3.6, 2.8
NAC, 5.0, 7.0, 3.0
NAP, 10.0, 14.0, 6.0
NAS, 32.1, 36.9, 27.3
NAW, 14.0, 19.6, 8.4
NBE, 5.5, 6.3, 4.7
NBR, 9.0, 10.3, 7.7
NBT, 6.1, 7.0, 5.2
NCP, 5.1, 5.8, 4.4
NCS, 49.1, 56.4, 41.8
ND2, 20.0, 23.0, 17.0
NDC, 32.0, 44.8, 19.2
NDP, 26.4, 30.3, 22.5
NED, 10.9, 12.5, 9.3
NHH, 80.2, 92.2, 68.2
NHT, 44.5, 51.1, 37.9
NHV, 14.3, 16.4, 12.2
NLS, 10.8, 15.1, 6.5
NMK, 10.5, 12.0, 9.0
NNB, 10.0, 14.0, 6.0
NNG, 9.0, 10.3, 7.7
NNT, 17.5, 20.1, 14.9
NOS, 0.7, 0.8, 0.6
NPH, 14.1, 19.7, 8.5
NPS, 10.2, 11.7, 8.7
NQB, 9.9, 13.8, 6.0
NQT, 8.0, 11.2, 4.8
NS2, 21.0, 24.1, 17.9
NS3, 40.8, 46.9, 34.7
NSG, 11.5, 13.2, 9.8
NTB, 0.5, 0.6, 0.4
NTC, 82.7, 95.1, 70.3
NTR, 6.0, 8.4, 3.6
NTT, 12.3, 17.2, 7.4
NTW, 26.3, 30.2, 22.4
NUE, 9.0, 10.3, 7.7
NVP, 6.3, 8.8, 3.8
NWT, 6.0, 8.4, 3.6
OIL, 22.2, 25.5, 18.9
ONW, 16.4, 18.8, 14.0
PAI, 10.0, 14.0, 6.0
PBK, 10.0, 14.0, 6.0
PCC, 17.6, 20.2, 15.0
PCF, 10.0, 11.5, 8.5
PCM, 5.1, 7.1, 3.1
PDV, 5.7, 6.5, 4.9
PEC, 10.3, 11.8, 8.8
PEQ, 33.0, 37.9, 28.1
PFL, 1.3, 1.4, 1.2
PHH, 12.1, 13.9, 10.3
PIA, 29.7, 34.1, 25.3
PID, 6.3, 8.8, 3.8
PIS, 10.8, 12.4, 9.2
PJS, 13.3, 15.2, 11.4
PKR, 6.7, 7.7, 5.7
PLA, 5.1, 5.8, 4.4
PMJ, 18.2, 25.4, 11.0
PMT, 4.6, 5.2, 4.0
PND, 13.8, 15.8, 11.8
PNG, 15.0, 17.2, 12.8
PNT, 9.8, 11.2, 8.4
POB, 10.1, 14.1, 6.1
POS, 11.4, 13.1, 9.7
POV, 9.5, 10.9, 8.1
POW, 17.0, 19.5, 14.5
PPG, 0.8, 0.9, 0.7
PPH, 15.9, 18.2, 13.6
PRO, 7.5, 8.6, 6.4
PSB, 4.1, 4.7, 3.5
PSG, 0.3, 0.4, 0.2
PSL, 31.8, 36.5, 27.1
PSN, 8.5, 11.9, 5.1
PSP, 7.4, 8.5, 6.3
PTE, 7.4, 8.5, 6.3
PTG, 1.5, 2.1, 0.9
PTH, 11.2, 12.8, 9.6
PTK, 1.7, 1.9, 1.5
PTM, 5.6, 6.4, 4.8
PTO, 13.0, 14.9, 11.1
PTP, 11.5, 13.2, 9.8
PTT, 6.9, 7.9, 5.9
PVA, 0.6, 0.7, 0.5
PVH, 1.4, 1.6, 1.2
PVM, 10.7, 12.3, 9.1
PVO, 7.3, 8.3, 6.3
PVP, 6.8, 7.8, 5.8
PVR, 2.9, 3.3, 2.5
PVY, 2.6, 2.9, 2.3
PWS, 8.3, 9.5, 7.1
PX1, 10.0, 14.0, 6.0
PXC, 0.4, 0.5, 0.3
PXL, 3.0, 3.4, 2.6
PXM, 0.4, 0.5, 0.3
PYU, 11.5, 16.1, 6.9
QBR, 9.0, 12.6, 5.4
QCC, 9.5, 10.9, 8.1
QHW, 23.8, 27.3, 20.3
QLD, 10.0, 14.0, 6.0
QLT, 11.5, 13.2, 9.8
QNS, 63.7, 73.2, 54.2
QNU, 10.0, 11.5, 8.5
QNW, 9.2, 12.8, 5.6
QPH, 16.5, 18.9, 14.1
QSP, 8.1, 9.3, 6.9
QTP, 9.0, 10.3, 7.7
RAT, 8.2, 11.4, 5.0
RBC, 14.6, 20.4, 8.8
RCC, 16.1, 18.5, 13.7
RCD, 20.8, 23.9, 17.7
RGC, 9.5, 10.9, 8.1
RHN, 9.2, 12.8, 5.6
RLC, 10.0, 14.0, 6.0
RTB, 11.6, 13.3, 9.9
RTH, 6.0, 6.9, 5.1
RTS, 8.5, 9.7, 7.3
S12, 0.9, 1.0, 0.8
S27, 5.8, 6.6, 5.0
S33, 31.0, 35.6, 26.4
S96, 0.5, 0.6, 0.4
SAC, 23.0, 26.4, 19.6
SAL, 10.0, 11.5, 8.5
SAS, 30.5, 35.0, 26.0
SB1, 13.1, 15.0, 11.2
SBD, 15.5, 17.8, 13.2
SBL, 18.7, 21.5, 15.9
SBM, 30.0, 34.5, 25.5
SBS, 2.8, 3.2, 2.4
SCC, 1.9, 2.1, 1.7
SCH, 12.7, 17.7, 7.7
SCO, 4.8, 5.5, 4.1
SCS, 160.2, 184.2, 136.2
SCY, 13.0, 18.2, 7.8
SD1, 2.0, 2.3, 1.7
SD3, 2.6, 2.9, 2.3
SD8, 0.3, 0.4, 0.2
SDB, 1.3, 1.4, 1.2
SDH, 0.9, 1.0, 0.8
SDI, 96.4, 110.8, 82.0
SDJ, 7.2, 8.2, 6.2
SDK, 35.0, 40.2, 29.8
SDV, 16.0, 18.4, 13.6
SDX, 6.8, 9.5, 4.1
SDY, 7.5, 10.5, 4.5
SEA, 15.2, 17.4, 13.0
SEP, 9.1, 10.4, 7.8
SGN, 138.6, 159.3, 117.9
SGP, 11.5, 13.2, 9.8
SGS, 19.0, 21.8, 16.2
SHC, 4.3, 4.9, 3.7
SHG, 2.4, 2.7, 2.1
SHX, 5.0, 7.0, 3.0
SID, 18.9, 21.7, 16.1
SIV, 57.9, 66.5, 49.3
SJG, 7.2, 8.2, 6.2
SJM, 0.9, 1.0, 0.8
SKH, 23.6, 27.1, 20.1
SKV, 23.1, 26.5, 19.7
SLC, 6.0, 6.9, 5.1
SMB, 30.3, 34.8, 25.8
SNC, 10.4, 11.9, 8.9
SNZ, 15.3, 17.5, 13.1
SON, 7.4, 8.5, 6.3
SP2, 8.8, 10.1, 7.5
SPA, 15.0, 17.2, 12.8
SPB, 62.0, 86.8, 37.2
SPC, 27.6, 31.7, 23.5
SPD, 6.7, 7.7, 5.7
SPH, 14.9, 20.8, 9.0
SPV, 8.3, 9.5, 7.1
SQC, 84.0, 117.6, 50.4
SRB, 1.5, 1.7, 1.3
SRT, 5.0, 5.7, 4.3
SSF, 5.7, 6.5, 4.9
SSG, 1.6, 2.2, 1.0
SSN, 18.0, 20.7, 15.3
SSU, 7.0, 9.8, 4.2
STL, 0.5, 0.6, 0.4
STS, 19.4, 22.3, 16.5
STU, 16.0, 22.4, 9.6
STV, 13.1, 15.0, 11.2
SUM, 10.7, 14.9, 6.5
SVG, 9.0, 10.3, 7.7
SVH, 12.8, 17.9, 7.7
SVL, 18.9, 26.4, 11.4
SWC, 12.0, 13.8, 10.2
SZE, 7.8, 8.9, 6.7
T12, 28.0, 39.2, 16.8
TA3, 12.0, 16.8, 7.2
TA6, 5.5, 6.3, 4.7
TAP, 9.8, 13.7, 5.9
TAW, 39.2, 54.8, 23.6
TB8, 10.0, 14.0, 6.0
TBD, 42.7, 49.1, 36.3
TBN, 10.7, 14.9, 6.5
TBT, 1.1, 1.2, 1.0
TCJ, 2.8, 3.9, 1.7
TCK, 10.0, 14.0, 6.0
TCW, 20.8, 23.9, 17.7
TDB, 39.5, 45.4, 33.6
TDM, 15.7, 18.0, 13.4
TDS, 13.8, 15.8, 11.8
TEC, 7.0, 9.8, 4.2
TEL, 10.9, 12.5, 9.3
TGP, 7.5, 8.6, 6.4
THN, 10.0, 14.0, 6.0
THR, 6.4, 7.3, 5.5
THU, 12.5, 17.5, 7.5
THW, 19.5, 22.4, 16.6
TIS, 12.6, 14.4, 10.8
TL4, 6.5, 7.4, 5.6
TLP, 14.5, 16.6, 12.4
TLT, 11.8, 13.5, 10.1
TMG, 45.5, 52.3, 38.7
TMW, 12.9, 14.8, 11.0
TNB, 5.6, 6.4, 4.8
TND, 11.0, 12.6, 9.4
TNM, 3.5, 4.0, 3.0
TNP, 9.2, 10.5, 7.9
TNS, 3.2, 3.6, 2.8
TNW, 9.5, 10.9, 8.1
TOP, 1.3, 1.4, 1.2
TOT, 6.2, 7.1, 5.3
TPS, 22.5, 31.5, 13.5
TQN, 36.0, 41.4, 30.6
TRS, 59.0, 67.8, 50.2
TRT, 9.0, 10.3, 7.7
TS3, 10.0, 14.0, 6.0
TS5, 10.0, 14.0, 6.0
TSD, 10.0, 14.0, 6.0
TSG, 9.7, 13.5, 5.9
TSJ, 18.5, 25.9, 11.1
TTD, 61.0, 70.1, 51.9
TTG, 5.5, 7.7, 3.3
TTJ, 32.2, 37.0, 27.4
TTN, 5.0, 5.7, 4.3
TTP, 30.0, 34.5, 25.5
TTR, 31.0, 35.6, 26.4
TTS, 6.0, 8.4, 3.6
TTV, 9.0, 12.6, 5.4
TUG, 5.7, 6.5, 4.9
TVA, 18.1, 20.8, 15.4
TVB, 24.6, 28.2, 21.0
TVG, 0.9, 1.2, 0.6
TVM, 5.0, 7.0, 3.0
TVN, 10.8, 12.4, 9.2
TVP, 48.0, 55.2, 40.8
TVU, 6.8, 9.5, 4.1
TVW, 18.5, 21.2, 15.8
TW3, 16.2, 22.6, 9.8
UCT, 10.0, 14.0, 6.0
UDJ, 7.2, 8.2, 6.2
UEM, 36.0, 50.4, 21.6
UMC, 10.0, 14.0, 6.0
UPC, 16.1, 18.5, 13.7
UPH, 22.5, 25.8, 19.2
USC, 7.8, 8.9, 6.7
V11, 0.4, 0.5, 0.3
V15, 0.5, 0.6, 0.4
VAV, 73.7, 84.7, 62.7
VBG, 10.6, 14.8, 6.4
VBH, 24.9, 28.6, 21.2
VC5, 1.2, 1.3, 1.1
VCA, 15.3, 17.5, 13.1
VCE, 8.0, 11.2, 4.8
VCP, 29.2, 33.5, 24.9
VCT, 5.4, 6.2, 4.6
VCW, 39.0, 44.8, 33.2
VCX, 1.9, 2.1, 1.7
VDN, 9.3, 10.6, 8.0
VDT, 20.5, 23.5, 17.5
VEC, 6.5, 7.4, 5.6
VEE, 10.0, 14.0, 6.0
VEF, 54.2, 62.3, 46.1
VES, 1.1, 1.2, 1.0
VET, 47.1, 54.1, 40.1
VFC, 10.1, 11.6, 8.6
VFR, 4.8, 5.5, 4.1
VGG, 56.5, 64.9, 48.1
VGL, 5.9, 6.7, 5.1
VGT, 16.3, 18.7, 13.9
VGV, 10.1, 11.6, 8.6
VHD, 7.4, 8.5, 6.3
VHF, 17.1, 19.6, 14.6
VHH, 2.5, 2.8, 2.2
VIB, 42.8, 49.2, 36.4
VIF, 17.0, 19.5, 14.5
VIH, 26.8, 30.8, 22.8
VIM, 11.1, 12.7, 9.5
VIN, 10.7, 12.3, 9.1
VIR, 10.0, 11.5, 8.5
VIW, 6.0, 6.9, 5.1
VKD, 17.5, 20.1, 14.9
VKP, 0.5, 0.6, 0.4
VLB, 36.7, 42.2, 31.2
VLC, 18.2, 20.9, 15.5
VLF, 0.5, 0.6, 0.4
VLG, 5.6, 6.4, 4.8
VLP, 10.8, 15.1, 6.5
VLW, 11.5, 16.1, 6.9
VMA, 12.0, 13.8, 10.2
VMG, 2.6, 2.9, 2.3
VNA, 1.3, 1.4, 1.2
VNB, 17.5, 20.1, 14.9
VNH, 0.9, 1.0, 0.8
VNI, 7.5, 8.6, 6.4
VNN, 8.2, 11.4, 5.0
VNP, 5.5, 6.3, 4.7
VNX, 4.2, 4.8, 3.6
VOC, 17.9, 20.5, 15.3
VPA, 5.7, 7.9, 3.5
VPC, 1.0, 1.1, 0.9
VPR, 15.6, 17.9, 13.3
VPW, 11.1, 15.5, 6.7
VQC, 13.2, 15.1, 11.3
VRG, 5.2, 5.9, 4.5
VSG, 1.2, 1.3, 1.1
VSN, 49.0, 56.3, 41.7
VSP, 1.1, 1.2, 1.0
VST, 0.8, 0.9, 0.7
VT1, 11.0, 12.6, 9.4
VT8, 15.0, 21.0, 9.0
VTA, 6.4, 7.3, 5.5
VTG, 8.5, 11.9, 5.1
VTI, 2.5, 2.8, 2.2
VTM, 21.8, 30.5, 13.1
VTX, 16.9, 19.4, 14.4
VVN, 4.8, 5.5, 4.1
VWS, 15.6, 17.9, 13.3
WSB, 51.4, 59.1, 43.7
WTC, 2.2, 3.0, 1.4
WTN, 10.0, 14.0, 6.0
X18, 4.3, 4.9, 3.7
X77, 0.3, 0.4, 0.2
XHC, 24.6, 28.2, 21.0
XMD, 4.1, 5.7, 2.5
XPH, 7.1, 8.1, 6.1
YBC, 19.5, 27.3, 11.7
YRC, 8.6, 12.0, 5.2
YTC, 49.0, 56.3, 41.7
